6,12,4,15375,1376.87,0
6,12,5,15375,1179.26,0
6,12,6,15375,2256.53,0
6,12,7,15375,975.28,0
6,13,4,15375,3193.56,0
6,13,5,15375,2122.67,0
6,13,6,15375,4098.73,0
6,13,7,15375,3301.93,0
6,15,5,15375,9708.18,0
6,15,6,15375,5634.95,0
6,15,7,15375,8235.7,0
6,16,4,15375,4430.19,0
6,16,5,15375,2428.64,0
6,16,6,15375,5105.88,0
6,16,7,15375,3499.53,0
6,17,4,15375,3945.74,0
6,17,5,15375,7458.02,0
6,17,6,15375,4825.4,0
6,17,7,15375,8949.63,0
7,10,5,15375,713.93,0
7,10,6,15375,835.04,0
7,10,7,15375,650.19,0
7,10,9,15375,439.83,0
7,11,3,15375,1976.06,0
7,11,4,15375,1338.62,0
7,11,5,15375,892.41,0
7,11,6,15375,720.3,0
7,11,7,15375,1523.48,0
7,11,8,15375,567.32,0
7,11,9,15375,509.95,0
7,12,3,15375,981.65,0
7,12,4,15375,1236.63,0
7,12,5,15375,1880.44,0
7,12,6,15375,3117.07,0
7,12,7,15375,924.28,0
7,12,8,15375,1204.76,0
7,12,9,15375,1032.65,0
7,13,4,15375,2020.68,0
7,13,5,15375,1829.45,0
7,13,6,15375,3429.42,0
7,13,7,15375,2517.88,0
7,13,8,15375,1357.74,0
7,13,9,15375,2071.67,0
7,14,4,15375,2779.23,0
7,14,5,15375,5845.3,0
7,14,6,15375,2211.91,0
7,14,7,15375,1823.07,0
7,14,8,15375,3442.16,0
7,14,9,15375,2543.38,0
7,15,5,15375,5105.88,0
7,15,6,15375,5233.36,0
7,15,7,15375,5105.88,0
7,15,8,15375,2881.22,0
7,15,9,15375,3556.9,0
7,16,4,15375,4525.81,0
7,16,5,15375,2033.43,0
7,16,6,15375,5125.0,0
7,16,7,15375,7145.68,0
7,16,8,15375,4755.29,0
7,16,9,15375,3907.49,0
7,17,4,15375,3499.53,0
7,17,5,15375,7432.52,0
7,17,6,15375,5048.51,0
7,17,7,15375,7011.82,0
7,17,8,15375,1077.27,0
7,17,9,15375,2893.97,0
7,18,3,15375,1338.62,0
7,18,4,15375,1969.68,0
7,18,5,15375,854.17,0
7,18,6,15375,4666.04,0
7,18,7,15375,3352.92,0
7,18,8,15375,5832.56,0
7,18,9,15375,5838.93,0
8,10,5,15375,720.3,0
8,10,6,15375,599.19,0
8,10,7,15375,1179.26,0
8,10,9,15375,388.84,0
8,11,3,15375,1995.18,0
8,11,4,15375,1255.75,0
8,11,5,15375,822.29,0
8,11,6,15375,733.05,0
8,11,7,15375,1816.7,0
8,11,8,15375,471.7,0
8,11,9,15375,478.08,0
8,11,10,15375,688.43,0
8,12,3,15375,1848.57,0
8,12,4,15375,1587.22,0
8,12,5,15375,2702.74,0
8,12,6,15375,2549.75,0
8,12,7,15375,949.78,0
8,12,8,15375,1096.39,0
8,12,9,15375,1172.89,0
8,12,10,15375,1096.39,0
8,13,4,15375,1568.1,0
8,13,5,15375,1370.49,0
8,13,6,15375,3308.3,0
8,13,7,15375,2167.29,0
8,13,8,15375,1810.32,0
8,13,9,15375,2237.41,0
8,13,10,15375,886.04,0
8,14,4,15375,2065.3,0
8,14,5,15375,5813.43,0
8,14,6,15375,2275.65,0
8,14,7,15375,1619.09,0
8,14,8,15375,2052.55,0
8,14,9,15375,2129.04,0
8,14,10,15375,2052.55,0
8,15,5,15375,2167.29,0
8,15,6,15375,3601.52,0
8,15,7,15375,4748.91,0
8,15,8,15375,1784.83,0
8,15,9,15375,3525.03,0
8,15,10,15375,1976.06,0
8,16,4,15375,6642.1,0
8,16,5,15375,2645.37,0
8,16,6,15375,5673.2,0
8,16,7,15375,6342.51,0
8,16,8,15375,4404.7,0
8,16,9,15375,4181.59,0
8,16,10,15375,2052.55,0
8,17,4,15375,5010.26,0
8,17,5,15375,4226.21,0
8,17,6,15375,7132.93,0
8,17,7,15375,7196.67,0
8,17,8,15375,1090.02,0
8,17,9,15375,3754.51,0
8,17,10,15375,3913.87,0
8,18,3,15375,1995.18,0
8,18,4,15375,1070.9,0
8,18,5,15375,739.43,0
8,18,6,15375,5105.88,0
8,18,7,15375,3410.29,0
8,18,8,15375,3295.55,0
8,18,9,15375,4124.22,0
8,18,10,15375,7515.39,0
8,19,3,15375,2135.42,0
8,19,4,15375,2199.16,0
8,19,5,15375,2658.12,0
8,19,6,15375,4085.98,0
8,19,7,15375,2352.15,0
8,19,8,15375,1134.64,0
8,19,9,15375,3340.17,0
8,19,10,15375,2192.79,0
9,10,5,15375,433.46,0
9,10,6,15375,1013.53,0
9,11,4,15375,1090.02,0
9,11,5,15375,1051.77,0
9,11,6,15375,662.94,0
9,11,7,15375,1765.7,0
9,11,8,15375,548.2,0
9,11,9,15375,688.43,0
9,11,10,15375,650.19,0
9,11,11,15375,203.98,0
9,12,4,15375,1593.59,0
9,12,5,15375,3270.06,0
9,12,6,15375,1670.09,0
9,12,7,15375,937.03,0
9,12,8,15375,1032.65,0
9,12,9,15375,771.3,0
9,12,10,15375,822.29,0
9,13,4,15375,2772.85,0
9,13,5,15375,2027.05,0
9,13,6,15375,2435.01,0
9,13,7,15375,1612.72,0
9,13,8,15375,2205.53,0
9,13,9,15375,2313.9,0
9,13,10,15375,1912.31,0
9,13,11,15375,1402.36,0
9,14,4,15375,2001.55,0
9,14,5,15375,4296.33,0
9,14,6,15375,2600.75,0
9,14,7,15375,2651.74,0
9,14,8,15375,2122.67,0
9,14,9,15375,2275.65,0
9,14,10,15375,2250.16,0
9,14,11,15375,3129.82,0
9,15,5,15375,2186.41,0
9,15,6,15375,1931.44,0
9,15,7,15375,3983.99,0
9,15,8,15375,1083.64,0
9,15,9,15375,2651.74,0
9,15,10,15375,1969.68,0
9,15,11,15375,1918.69,0
9,16,4,15375,6782.34,0
9,16,5,15375,3276.43,0
9,16,6,15375,6291.51,0
9,16,7,15375,5526.59,0
9,16,8,15375,3748.13,0
9,16,9,15375,3658.89,0
9,16,10,15375,2033.43,0
9,16,11,15375,1313.12,0
9,17,4,15375,4748.91,0
9,17,5,15375,4774.41,0
9,17,6,15375,7075.56,0
9,17,7,15375,6011.04,0
9,17,8,15375,1039.02,0
9,17,9,15375,2785.6,0
9,17,10,15375,4085.98,0
9,18,4,15375,752.18,0
9,18,5,15375,937.03,0
9,18,6,15375,3454.91,0
9,18,7,15375,4251.71,0
9,18,8,15375,2377.64,0
9,18,9,15375,3716.26,0
9,18,10,15375,7305.04,0
9,18,11,15375,3678.02,0
9,19,4,15375,962.53,0
9,19,5,15375,2900.34,0
9,19,6,15375,3799.13,0
9,19,7,15375,2046.18,0
9,19,8,15375,1147.39,0
9,19,9,15375,3250.93,0
9,19,10,15375,1829.45,0
9,19,11,15375,4423.82,0
10,11,3,15375,1867.69,0
10,11,4,15375,892.41,0
10,11,5,15375,1128.26,0
10,11,6,15375,790.42,0
10,11,7,15375,1338.62,0
10,11,8,15375,720.3,0
10,11,9,15375,522.7,0
10,12,3,15375,3697.14,0
10,12,4,15375,815.92,0
10,12,5,15375,3601.52,0
10,12,6,15375,1529.85,0
10,12,7,15375,713.93,0
10,12,8,15375,1058.15,0
10,12,9,15375,637.44,0
10,12,10,15375,599.19,0
10,13,4,15375,3110.7,0
10,13,5,15375,2868.47,0
10,13,6,15375,1752.95,0
10,13,7,15375,1765.7,0
10,13,8,15375,4022.23,0
10,13,9,15375,3486.78,0
10,13,10,15375,956.16,0
10,13,11,15375,1332.25,0
10,14,4,15375,3021.46,0
10,14,5,15375,2537.0,0
10,14,6,15375,1625.47,0
10,14,7,15375,4532.18,0
10,14,8,15375,3448.54,0
10,14,9,15375,2626.24,0
10,14,10,15375,1899.56,0
10,14,11,15375,3811.88,0
10,15,5,15375,3429.42,0
10,15,6,15375,1032.65,0
10,15,7,15375,3862.87,0
10,15,8,15375,1141.01,0
10,15,9,15375,3614.27,0
10,15,10,15375,2250.16,0
10,15,11,15375,1746.58,0
10,16,4,15375,5864.43,0
10,16,5,15375,5335.35,0
10,16,6,15375,7598.26,0
10,16,7,15375,4404.7,0
10,16,8,15375,2728.23,0
10,16,9,15375,3002.33,0
10,16,10,15375,2677.24,0
10,16,11,15375,1249.38,0
10,17,4,15375,2868.47,0
10,17,5,15375,3964.86,0
10,17,6,15375,5150.5,0
10,17,7,15375,4283.58,0
10,17,8,15375,2288.4,0
10,17,9,15375,3971.24,0
10,17,10,15375,5182.37,0
10,18,3,15375,3097.95,0
10,18,4,15375,541.82,0
10,18,5,15375,745.8,0
10,18,6,15375,2122.67,0
10,18,7,15375,3231.81,0
10,18,8,15375,3104.32,0
10,18,9,15375,3646.14,0
10,18,10,15375,5131.37,0
10,18,11,15375,4385.57,0
10,19,3,15375,1395.99,0
10,19,4,15375,873.29,0
10,19,5,15375,2231.03,0
10,19,6,15375,3308.3,0
10,19,7,15375,1523.48,0
10,19,8,15375,1236.63,0
10,19,9,15375,3493.16,0
10,19,10,15375,2027.05,0
10,19,11,15375,3282.8,0
10,20,3,15375,2817.48,0
10,20,4,15375,3072.45,0
10,20,5,15375,4066.85,0
10,20,6,15375,1058.15,0
10,20,7,15375,1650.96,0
10,20,8,15375,2568.87,0
10,20,9,15375,1421.49,0
10,20,10,15375,656.56,0
10,20,11,15375,1019.9,0
11,11,3,15375,2039.8,0
11,11,4,15375,1026.27,0
11,11,5,15375,1070.9,0
11,11,6,15375,784.05,0
11,11,7,15375,860.54,0
11,11,8,15375,1121.89,0
11,12,3,15375,3391.17,0
11,12,4,15375,1147.39,0
11,12,5,15375,1701.96,0
11,12,6,15375,1281.25,0
11,12,7,15375,739.43,0
11,12,8,15375,752.18,0
11,12,9,15375,822.29,0
11,12,10,15375,427.08,0
11,13,4,15375,3850.12,0
11,13,5,15375,5297.11,0
11,13,6,15375,2486.01,0
11,13,7,15375,1956.93,0
11,13,8,15375,3811.88,0
11,13,9,15375,2957.71,0
11,13,10,15375,1192.01,0
11,13,11,15375,1172.89,0
11,14,4,15375,2033.43,0
11,14,5,15375,2709.11,0
11,14,6,15375,3512.28,0
11,14,7,15375,6489.12,0
11,14,8,15375,4876.4,0
11,14,9,15375,2537.0,0
11,14,10,15375,1816.7,0
11,14,11,15375,3760.88,0
11,15,5,15375,4576.8,0
11,15,6,15375,1440.61,0
11,15,7,15375,4430.19,0
11,15,8,15375,1523.48,0
11,15,9,15375,3945.74,0
11,15,10,15375,2517.88,0
11,15,11,15375,2084.42,0
11,16,4,15375,5654.07,0
11,16,5,15375,5571.21,0
11,16,6,15375,9007.0,0
11,16,7,15375,4156.09,0
11,16,8,15375,2689.99,0
11,16,9,15375,4787.16,0
11,16,10,15375,4704.29,0
11,16,11,15375,1478.86,0
11,17,4,15375,1383.24,0
11,17,5,15375,4627.8,0
11,17,6,15375,4034.98,0
11,17,7,15375,3072.45,0
11,17,8,15375,3939.37,0
11,17,9,15375,5443.72,0
11,17,10,15375,4226.21,0
11,18,3,15375,2141.79,0
11,18,4,15375,580.07,0
11,18,5,15375,605.57,0
11,18,6,15375,2135.42,0
11,18,7,15375,1370.49,0
11,18,8,15375,3678.02,0
11,18,9,15375,3314.68,0
11,18,10,15375,3646.14,0
11,18,11,15375,2881.22,0
11,19,3,15375,2052.55,0
11,19,4,15375,2020.68,0
11,19,5,15375,2109.92,0
11,19,6,15375,2632.62,0
11,19,7,15375,796.8,0
11,19,8,15375,943.41,0
11,19,9,15375,1867.69,0
11,19,10,15375,1682.84,0
11,19,11,15375,3250.93,0
11,20,3,15375,1427.86,0
11,20,4,15375,4009.48,0
11,20,5,15375,2766.48,0
11,20,6,15375,650.19,0
11,20,7,15375,1638.22,0
11,20,8,15375,2505.13,0
11,20,9,15375,1096.39,0
11,20,10,15375,790.42,0
11,20,11,15375,458.96,0
12,11,3,15375,1606.34,0
12,11,4,15375,949.78,0
12,11,5,15375,835.04,0
12,11,6,15375,866.92,0
12,11,7,15375,726.68,0
12,11,8,15375,790.42,0
12,12,3,15375,3537.78,0
12,12,4,15375,1956.93,0
12,12,5,15375,1784.83,0
12,12,6,15375,1160.14,0
12,12,7,15375,739.43,0
12,12,8,15375,879.66,0
12,12,9,15375,968.91,0
12,12,10,15375,325.09,0
12,13,4,15375,4455.69,0
12,13,5,15375,5775.19,0
12,13,6,15375,2696.36,0
12,13,7,15375,2345.77,0
12,13,8,15375,3097.95,0
12,13,9,15375,2970.46,0
12,13,10,15375,1306.75,0
12,13,11,15375,841.42,0
12,14,4,15375,1963.31,0
12,14,5,15375,1848.57,0
12,14,6,15375,5233.36,0
12,14,7,15375,3658.89,0
12,14,8,15375,4564.05,0
12,14,9,15375,3015.08,0
12,14,10,15375,1995.18,0
12,14,11,15375,3219.06,0
12,15,5,15375,3671.64,0
12,15,6,15375,2326.65,0
12,15,7,15375,4328.2,0
12,15,8,15375,2160.91,0
12,15,9,15375,3359.3,0
12,15,10,15375,1721.08,0
12,15,11,15375,2989.58,0
12,16,4,15375,5201.49,0
12,16,5,15375,5335.35,0
12,16,6,15375,8854.01,0
12,16,7,15375,3837.38,0
12,16,8,15375,2645.37,0
12,16,9,15375,4398.32,0
12,16,10,15375,3811.88,0
12,16,11,15375,3901.12,0
12,17,4,15375,1064.52,0
12,17,5,15375,4258.08,0
12,17,6,15375,3295.55,0
12,17,7,15375,3244.56,0
12,17,8,15375,5080.38,0
12,17,9,15375,8318.56,0
12,17,10,15375,3308.3,0
12,18,3,15375,1663.71,0
12,18,4,15375,822.29,0
12,18,5,15375,637.44,0
12,18,6,15375,1555.35,0
12,18,7,15375,854.17,0
12,18,8,15375,5226.99,0
12,18,9,15375,3588.77,0
12,18,10,15375,2065.3,0
12,18,11,15375,3729.01,0
12,19,3,15375,1019.9,0
12,19,4,15375,2275.65,0
12,19,5,15375,2141.79,0
12,19,6,15375,1593.59,0
12,19,7,15375,624.69,0
12,19,8,15375,599.19,0
